CustomerID,Feedback,Rating
CUST0667,Customer support was quick to respond and very helpful.,5
CUST0668,The product broke after a week of use. Very disappointed.,5
CUST0669,Great value for the price. I will definitely buy again.,5
CUST0670,The app is user-friendly and makes my tasks so much easier.,5
CUST0671,The product broke after a week of use. Very disappointed.,1
CUST0672,The quality doesn't match the price. Not worth it.,4
CUST0673,The product quality is excellent and exceeded my expectations.,5
CUST0674,Delivery was fast and the item arrived in perfect condition.,5
CUST0675,Customer support was quick to respond and very helpful.,2
CUST0676,Great value for the price. I will definitely buy again.,5
CUST0677,The app is user-friendly and makes my tasks so much easier.,4
CUST0678,The product quality is excellent and exceeded my expectations.,5
CUST0679,Delivery was fast and the item arrived in perfect condition.,5
CUST0680,Great value for the price. I will definitely buy again.,5
CUST0681,The app is user-friendly and makes my tasks so much easier.,4
CUST0682,"I had trouble using the product, the instructions were unclear.",2
CUST0683,Great value for the price. I will definitely buy again.,1
CUST0684,"I had trouble using the product, the instructions were unclear.",5
CUST0685,I'm disappointed with the customer service. They were unhelpful.,2
CUST0686,I'm disappointed with the customer service. They were unhelpful.,2
CUST0687,The product broke after a week of use. Very disappointed.,1
CUST0688,I love the design and functionality. Highly recommended!,1
CUST0689,"I had trouble using the product, the instructions were unclear.",2
CUST0690,I'm disappointed with the customer service. They were unhelpful.,5
CUST0691,The app is user-friendly and makes my tasks so much easier.,5
CUST0692,I love the design and functionality. Highly recommended!,5
CUST0693,The quality doesn't match the price. Not worth it.,4
CUST0694,Great value for the price. I will definitely buy again.,4
CUST0695,The quality doesn't match the price. Not worth it.,5
CUST0696,The app is user-friendly and makes my tasks so much easier.,5
CUST0697,I love the design and functionality. Highly recommended!,2
CUST0698,The product broke after a week of use. Very disappointed.,5
CUST0699,The quality doesn't match the price. Not worth it.,5
CUST0700,The quality doesn't match the price. Not worth it.,1
CUST0701,Delivery was fast and the item arrived in perfect condition.,2
CUST0702,I love the design and functionality. Highly recommended!,5
CUST0703,I'm disappointed with the customer service. They were unhelpful.,5
CUST0704,I love the design and functionality. Highly recommended!,5
CUST0705,Delivery was fast and the item arrived in perfect condition.,5
CUST0706,The product quality is excellent and exceeded my expectations.,1
CUST0707,Delivery was fast and the item arrived in perfect condition.,5
CUST0708,The quality doesn't match the price. Not worth it.,1
CUST0709,Great value for the price. I will definitely buy again.,2
CUST0710,The product quality is excellent and exceeded my expectations.,2
CUST0711,The app is user-friendly and makes my tasks so much easier.,5
CUST0712,The app is user-friendly and makes my tasks so much easier.,2
CUST0713,Delivery was fast and the item arrived in perfect condition.,1
CUST0714,Delivery was fast and the item arrived in perfect condition.,5
CUST0715,Delivery was fast and the item arrived in perfect condition.,5
CUST0716,Delivery was fast and the item arrived in perfect condition.,4
CUST0717,The product quality is excellent and exceeded my expectations.,4
CUST0718,I love the design and functionality. Highly recommended!,5
CUST0719,"I had trouble using the product, the instructions were unclear.",5
CUST0720,I love the design and functionality. Highly recommended!,2
CUST0721,The app is user-friendly and makes my tasks so much easier.,2
CUST0722,The product quality is excellent and exceeded my expectations.,2
CUST0723,The product quality is excellent and exceeded my expectations.,5
CUST0724,The quality doesn't match the price. Not worth it.,5
CUST0725,The app is user-friendly and makes my tasks so much easier.,4
CUST0726,The product broke after a week of use. Very disappointed.,4
CUST0727,Delivery was fast and the item arrived in perfect condition.,5
CUST0728,Great value for the price. I will definitely buy again.,1
CUST0729,Customer support was quick to respond and very helpful.,5
CUST0730,Customer support was quick to respond and very helpful.,2
CUST0731,The quality doesn't match the price. Not worth it.,5
CUST0732,Delivery was fast and the item arrived in perfect condition.,2
CUST0733,The product quality is excellent and exceeded my expectations.,1
CUST0734,The product quality is excellent and exceeded my expectations.,2
CUST0735,The product broke after a week of use. Very disappointed.,2
CUST0736,I love the design and functionality. Highly recommended!,5
CUST0737,I love the design and functionality. Highly recommended!,4
CUST0738,I love the design and functionality. Highly recommended!,4
CUST0739,I'm disappointed with the customer service. They were unhelpful.,5
CUST0740,Great value for the price. I will definitely buy again.,1
CUST0741,The app is user-friendly and makes my tasks so much easier.,4
CUST0742,I love the design and functionality. Highly recommended!,1
CUST0743,The quality doesn't match the price. Not worth it.,1
CUST0744,I love the design and functionality. Highly recommended!,5
CUST0745,Delivery was fast and the item arrived in perfect condition.,1
CUST0746,I love the design and functionality. Highly recommended!,4
CUST0747,The product quality is excellent and exceeded my expectations.,4
CUST0748,The product quality is excellent and exceeded my expectations.,5
CUST0749,Delivery was fast and the item arrived in perfect condition.,5
CUST0750,The quality doesn't match the price. Not worth it.,5
CUST0751,I'm disappointed with the customer service. They were unhelpful.,5
CUST0752,The quality doesn't match the price. Not worth it.,4
CUST0753,"I had trouble using the product, the instructions were unclear.",5
CUST0754,Delivery was fast and the item arrived in perfect condition.,5
CUST0755,Customer support was quick to respond and very helpful.,1
CUST0756,Delivery was fast and the item arrived in perfect condition.,5
CUST0757,I'm disappointed with the customer service. They were unhelpful.,1
CUST0758,The quality doesn't match the price. Not worth it.,5
CUST0759,The product broke after a week of use. Very disappointed.,1
CUST0760,The app is user-friendly and makes my tasks so much easier.,5
CUST0761,I'm disappointed with the customer service. They were unhelpful.,2
CUST0762,Great value for the price. I will definitely buy again.,5
CUST0763,I'm disappointed with the customer service. They were unhelpful.,2
CUST0764,The app is user-friendly and makes my tasks so much easier.,5
CUST0765,Delivery was fast and the item arrived in perfect condition.,2
CUST0766,I'm disappointed with the customer service. They were unhelpful.,2
CUST0767,Customer support was quick to respond and very helpful.,2
CUST0768,The quality doesn't match the price. Not worth it.,5
CUST0769,I love the design and functionality. Highly recommended!,5
CUST0770,Great value for the price. I will definitely buy again.,1
CUST0771,Delivery was fast and the item arrived in perfect condition.,2
CUST0772,The app is user-friendly and makes my tasks so much easier.,1
CUST0773,I'm disappointed with the customer service. They were unhelpful.,5
CUST0774,I love the design and functionality. Highly recommended!,2
CUST0775,Delivery was fast and the item arrived in perfect condition.,2
CUST0776,Delivery was fast and the item arrived in perfect condition.,2
CUST0777,Delivery was fast and the item arrived in perfect condition.,4
CUST0778,I'm disappointed with the customer service. They were unhelpful.,4
CUST0779,The product broke after a week of use. Very disappointed.,5
CUST0780,The product quality is excellent and exceeded my expectations.,1
CUST0781,The product quality is excellent and exceeded my expectations.,2
CUST0782,The product quality is excellent and exceeded my expectations.,4
CUST0783,Customer support was quick to respond and very helpful.,4
CUST0784,I love the design and functionality. Highly recommended!,1
CUST0785,Great value for the price. I will definitely buy again.,4
CUST0786,I love the design and functionality. Highly recommended!,2
CUST0787,The product quality is excellent and exceeded my expectations.,1
CUST0788,The app is user-friendly and makes my tasks so much easier.,5
CUST0789,The app is user-friendly and makes my tasks so much easier.,2
CUST0790,The app is user-friendly and makes my tasks so much easier.,4
CUST0791,The product quality is excellent and exceeded my expectations.,2
CUST0792,The product quality is excellent and exceeded my expectations.,5
CUST0793,The product broke after a week of use. Very disappointed.,1
CUST0794,The product quality is excellent and exceeded my expectations.,2
CUST0795,"I had trouble using the product, the instructions were unclear.",2
CUST0796,The product broke after a week of use. Very disappointed.,4
CUST0797,Great value for the price. I will definitely buy again.,5
CUST0798,Customer support was quick to respond and very helpful.,4
CUST0799,I love the design and functionality. Highly recommended!,5
CUST0800,Great value for the price. I will definitely buy again.,5
CUST0801,"I had trouble using the product, the instructions were unclear.",5
CUST0802,Great value for the price. I will definitely buy again.,2
CUST0803,Customer support was quick to respond and very helpful.,4
CUST0804,The quality doesn't match the price. Not worth it.,5
CUST0805,Customer support was quick to respond and very helpful.,1
CUST0806,"I had trouble using the product, the instructions were unclear.",2
CUST0807,The quality doesn't match the price. Not worth it.,1
CUST0808,The product quality is excellent and exceeded my expectations.,5
CUST0809,The app is user-friendly and makes my tasks so much easier.,5
CUST0810,The product broke after a week of use. Very disappointed.,5
CUST0811,The app is user-friendly and makes my tasks so much easier.,1
CUST0812,I love the design and functionality. Highly recommended!,4
CUST0813,The app is user-friendly and makes my tasks so much easier.,2
CUST0814,Great value for the price. I will definitely buy again.,5
CUST0815,I'm disappointed with the customer service. They were unhelpful.,2
CUST0816,"I had trouble using the product, the instructions were unclear.",4
CUST0817,Delivery was fast and the item arrived in perfect condition.,5
CUST0818,The product quality is excellent and exceeded my expectations.,1
CUST0819,The product quality is excellent and exceeded my expectations.,5
CUST0820,Great value for the price. I will definitely buy again.,5
CUST0821,The app is user-friendly and makes my tasks so much easier.,4
CUST0822,I love the design and functionality. Highly recommended!,2
CUST0823,Delivery was fast and the item arrived in perfect condition.,4
CUST0824,I love the design and functionality. Highly recommended!,5
CUST0825,Delivery was fast and the item arrived in perfect condition.,5
CUST0826,The product quality is excellent and exceeded my expectations.,2
CUST0827,Customer support was quick to respond and very helpful.,5
CUST0828,The app is user-friendly and makes my tasks so much easier.,4
CUST0829,The product quality is excellent and exceeded my expectations.,4
CUST0830,"I had trouble using the product, the instructions were unclear.",4
CUST0831,Customer support was quick to respond and very helpful.,4
CUST0832,"I had trouble using the product, the instructions were unclear.",5
CUST0833,Delivery was fast and the item arrived in perfect condition.,4
CUST0834,The quality doesn't match the price. Not worth it.,5
CUST0835,Great value for the price. I will definitely buy again.,1
CUST0836,I'm disappointed with the customer service. They were unhelpful.,5
CUST0837,The app is user-friendly and makes my tasks so much easier.,1
CUST0838,The product broke after a week of use. Very disappointed.,1
CUST0839,Delivery was fast and the item arrived in perfect condition.,5
CUST0840,Customer support was quick to respond and very helpful.,4
CUST0841,I love the design and functionality. Highly recommended!,1
CUST0842,The app is user-friendly and makes my tasks so much easier.,5
CUST0843,I'm disappointed with the customer service. They were unhelpful.,1
CUST0844,The quality doesn't match the price. Not worth it.,1
CUST0845,The product broke after a week of use. Very disappointed.,2
CUST0846,Delivery was fast and the item arrived in perfect condition.,5
CUST0847,The product quality is excellent and exceeded my expectations.,2
CUST0848,Great value for the price. I will definitely buy again.,5
CUST0849,I love the design and functionality. Highly recommended!,5
CUST0850,Delivery was fast and the item arrived in perfect condition.,1
CUST0851,Customer support was quick to respond and very helpful.,4
CUST0852,Customer support was quick to respond and very helpful.,4
CUST0853,I love the design and functionality. Highly recommended!,2
CUST0854,The quality doesn't match the price. Not worth it.,5
CUST0855,I love the design and functionality. Highly recommended!,2
CUST0856,Great value for the price. I will definitely buy again.,4
CUST0857,Customer support was quick to respond and very helpful.,1
CUST0858,I love the design and functionality. Highly recommended!,5
CUST0859,I love the design and functionality. Highly recommended!,4
CUST0860,I'm disappointed with the customer service. They were unhelpful.,1
CUST0861,"I had trouble using the product, the instructions were unclear.",4
CUST0862,Delivery was fast and the item arrived in perfect condition.,4
CUST0863,Customer support was quick to respond and very helpful.,2
CUST0864,Great value for the price. I will definitely buy again.,5
CUST0865,I'm disappointed with the customer service. They were unhelpful.,5
CUST0866,Customer support was quick to respond and very helpful.,2
CUST0867,The app is user-friendly and makes my tasks so much easier.,1
CUST0868,Customer support was quick to respond and very helpful.,2
CUST0869,"I had trouble using the product, the instructions were unclear.",1
CUST0870,Great value for the price. I will definitely buy again.,4
CUST0871,The product broke after a week of use. Very disappointed.,2
CUST0872,I'm disappointed with the customer service. They were unhelpful.,2
CUST0873,Customer support was quick to respond and very helpful.,2
CUST0874,The product quality is excellent and exceeded my expectations.,1
CUST0875,I love the design and functionality. Highly recommended!,1
CUST0876,Great value for the price. I will definitely buy again.,5
CUST0877,Customer support was quick to respond and very helpful.,1
CUST0878,"I had trouble using the product, the instructions were unclear.",1
CUST0879,I'm disappointed with the customer service. They were unhelpful.,5
CUST0880,The app is user-friendly and makes my tasks so much easier.,4
CUST0881,Delivery was fast and the item arrived in perfect condition.,5
CUST0882,The app is user-friendly and makes my tasks so much easier.,5
CUST0883,Delivery was fast and the item arrived in perfect condition.,2
CUST0884,The app is user-friendly and makes my tasks so much easier.,5
CUST0885,I'm disappointed with the customer service. They were unhelpful.,5
CUST0886,Customer support was quick to respond and very helpful.,2
CUST0887,I love the design and functionality. Highly recommended!,5
CUST0888,I'm disappointed with the customer service. They were unhelpful.,1
CUST0889,The product quality is excellent and exceeded my expectations.,5
CUST0890,I love the design and functionality. Highly recommended!,2
CUST0891,The quality doesn't match the price. Not worth it.,5
CUST0892,The app is user-friendly and makes my tasks so much easier.,5
CUST0893,The app is user-friendly and makes my tasks so much easier.,4
CUST0894,I'm disappointed with the customer service. They were unhelpful.,5
CUST0895,The product quality is excellent and exceeded my expectations.,2
CUST0896,The quality doesn't match the price. Not worth it.,5
CUST0897,I'm disappointed with the customer service. They were unhelpful.,5
CUST0898,Customer support was quick to respond and very helpful.,1
CUST0899,"I had trouble using the product, the instructions were unclear.",4
CUST0900,The app is user-friendly and makes my tasks so much easier.,2
CUST0901,The product broke after a week of use. Very disappointed.,2
CUST0902,The quality doesn't match the price. Not worth it.,1
CUST0903,The app is user-friendly and makes my tasks so much easier.,5
CUST0904,The quality doesn't match the price. Not worth it.,4
CUST0905,I'm disappointed with the customer service. They were unhelpful.,5
CUST0906,"I had trouble using the product, the instructions were unclear.",4
CUST0907,I love the design and functionality. Highly recommended!,1
CUST0908,Delivery was fast and the item arrived in perfect condition.,1
CUST0909,"I had trouble using the product, the instructions were unclear.",2
CUST0910,Customer support was quick to respond and very helpful.,1
CUST0911,The app is user-friendly and makes my tasks so much easier.,1
CUST0912,Delivery was fast and the item arrived in perfect condition.,5
CUST0913,I love the design and functionality. Highly recommended!,4
CUST0914,I love the design and functionality. Highly recommended!,2
CUST0915,Customer support was quick to respond and very helpful.,2
CUST0916,Great value for the price. I will definitely buy again.,5
CUST0917,Customer support was quick to respond and very helpful.,5
CUST0918,Delivery was fast and the item arrived in perfect condition.,2
CUST0919,The product broke after a week of use. Very disappointed.,2
CUST0920,Great value for the price. I will definitely buy again.,4
CUST0921,Customer support was quick to respond and very helpful.,5
CUST0922,I'm disappointed with the customer service. They were unhelpful.,5
CUST0923,The product quality is excellent and exceeded my expectations.,2
CUST0924,The quality doesn't match the price. Not worth it.,5
CUST0925,Delivery was fast and the item arrived in perfect condition.,1
CUST0926,The quality doesn't match the price. Not worth it.,5
CUST0927,I love the design and functionality. Highly recommended!,1
CUST0928,Great value for the price. I will definitely buy again.,5
CUST0929,I love the design and functionality. Highly recommended!,1
CUST0930,I love the design and functionality. Highly recommended!,5
CUST0931,Delivery was fast and the item arrived in perfect condition.,5
CUST0932,I love the design and functionality. Highly recommended!,5
CUST0933,Customer support was quick to respond and very helpful.,4
CUST0934,I love the design and functionality. Highly recommended!,2
CUST0935,Customer support was quick to respond and very helpful.,5
CUST0936,The product quality is excellent and exceeded my expectations.,1
CUST0937,I love the design and functionality. Highly recommended!,1
CUST0938,Delivery was fast and the item arrived in perfect condition.,1
CUST0939,Customer support was quick to respond and very helpful.,4
CUST0940,I love the design and functionality. Highly recommended!,5
CUST0941,The quality doesn't match the price. Not worth it.,4
CUST0942,The product quality is excellent and exceeded my expectations.,5
CUST0943,Delivery was fast and the item arrived in perfect condition.,4
CUST0944,Customer support was quick to respond and very helpful.,5
CUST0945,Delivery was fast and the item arrived in perfect condition.,4
CUST0946,Delivery was fast and the item arrived in perfect condition.,2
CUST0947,The app is user-friendly and makes my tasks so much easier.,2
CUST0948,I love the design and functionality. Highly recommended!,5
CUST0949,The app is user-friendly and makes my tasks so much easier.,2
CUST0950,I'm disappointed with the customer service. They were unhelpful.,4
CUST0951,The product quality is excellent and exceeded my expectations.,5
CUST0952,The app is user-friendly and makes my tasks so much easier.,2
CUST0953,The quality doesn't match the price. Not worth it.,5
CUST0954,"I had trouble using the product, the instructions were unclear.",4
CUST0955,"I had trouble using the product, the instructions were unclear.",2
CUST0956,The product quality is excellent and exceeded my expectations.,5
CUST0957,The quality doesn't match the price. Not worth it.,5
CUST0958,Customer support was quick to respond and very helpful.,2
CUST0959,Customer support was quick to respond and very helpful.,5
CUST0960,Customer support was quick to respond and very helpful.,5
CUST0961,The quality doesn't match the price. Not worth it.,5
CUST0962,The product broke after a week of use. Very disappointed.,5
CUST0963,I'm disappointed with the customer service. They were unhelpful.,1
CUST0964,I love the design and functionality. Highly recommended!,4
CUST0965,The product quality is excellent and exceeded my expectations.,4
CUST0966,"I had trouble using the product, the instructions were unclear.",1
CUST0967,Customer support was quick to respond and very helpful.,4
CUST0968,Customer support was quick to respond and very helpful.,5
CUST0969,"I had trouble using the product, the instructions were unclear.",5
CUST0970,The app is user-friendly and makes my tasks so much easier.,5
CUST0971,I love the design and functionality. Highly recommended!,5
CUST0972,Great value for the price. I will definitely buy again.,5
CUST0973,The product quality is excellent and exceeded my expectations.,4
CUST0974,Great value for the price. I will definitely buy again.,5
CUST0975,I love the design and functionality. Highly recommended!,5
CUST0976,Customer support was quick to respond and very helpful.,5
CUST0977,I love the design and functionality. Highly recommended!,4
CUST0978,Customer support was quick to respond and very helpful.,5
CUST0979,The quality doesn't match the price. Not worth it.,5
CUST0980,Delivery was fast and the item arrived in perfect condition.,5
CUST0981,I'm disappointed with the customer service. They were unhelpful.,1
CUST0982,The quality doesn't match the price. Not worth it.,2
CUST0983,"I had trouble using the product, the instructions were unclear.",4
CUST0984,I'm disappointed with the customer service. They were unhelpful.,5
CUST0985,The product broke after a week of use. Very disappointed.,2
CUST0986,Customer support was quick to respond and very helpful.,5
CUST0987,"I had trouble using the product, the instructions were unclear.",4
CUST0988,The quality doesn't match the price. Not worth it.,5
CUST0989,The product quality is excellent and exceeded my expectations.,4
CUST0990,"I had trouble using the product, the instructions were unclear.",4
CUST0991,I'm disappointed with the customer service. They were unhelpful.,5
CUST0992,I'm disappointed with the customer service. They were unhelpful.,2
CUST0993,Delivery was fast and the item arrived in perfect condition.,5
CUST0994,Customer support was quick to respond and very helpful.,1
CUST0995,I'm disappointed with the customer service. They were unhelpful.,5
CUST0996,The app is user-friendly and makes my tasks so much easier.,5
CUST0997,The product quality is excellent and exceeded my expectations.,2
CUST0998,The product broke after a week of use. Very disappointed.,5
CUST0999,Customer support was quick to respond and very helpful.,2
CUST1000,"I had trouble using the product, the instructions were unclear.",5
